FileName,Label,Colours0,Time0,Colours1,Time1
"60-335r564","1","7","0.00026345252990722656","5","0.0045359134674072266"
"115-3035r982","1","20","0.0008988380432128906","18","0.016083717346191406"
"173-5779r84","1","23","0.0015523433685302734","21","0.03665041923522949"
"122-1726r832","1","11","0.0006837844848632812","10","0.01743626594543457"
"129-3649r58","1","20","0.0010151863098144531","19","0.0201723575592041"
"131-6734r528","1","43","0.0016684532165527344","38","0.02410745620727539"
"130-3964r982","0","20","0.001088857650756836","20","0.02387523651123047"
"95-3661r541","1","33","0.0009622573852539062","31","0.01185297966003418"
"46-224r456","1","6","0.00021696090698242188","5","0.002639293670654297"
"151-6646r568","1","33","0.0016713142395019531","29","0.028873443603515625"
"43-241r756","1","6","0.00020360946655273438","5","0.0023653507232666016"
"172-1513r496","1","8","0.0008263587951660156","7","0.034160614013671875"
"67-1245r481","1","16","0.00042557716369628906","14","0.0058023929595947266"
"133-5359r645","1","29","0.0013248920440673828","28","0.022256851196289062"
"46-854r319","1","19","0.0003132820129394531","17","0.0029249191284179688"
"114-2987r314","1","19","0.0008585453033447266","18","0.024939537048339844"
"139-9120r161","1","65","0.002293109893798828","64","0.026732444763183594"
"188-10241r766","1","36","0.005021810531616211","33","0.047127723693847656"
"114-1657r988","1","12","0.0006341934204101562","11","0.015465497970581055"
"141-5944r907","1","32","0.0014655590057373047","29","0.02501988410949707"
"103-2637r915","1","19","0.0007565021514892578","17","0.013063907623291016"
"171-11442r152","1","52","0.0024716854095458984","45","0.04893183708190918"
"157-1410r643","1","8","0.0007238388061523438","7","0.02863025665283203"
"57-1247r866","1","21","0.00044417381286621094","19","0.004540681838989258"
"163-8558r73","1","37","0.001950979232788086","35","0.0334627628326416"
"165-9892r649","1","43","0.002219676971435547","41","0.03725600242614746"
"36-360r994","1","9","0.00019788742065429688","8","0.0017554759979248047"
"109-839r561","1","8","0.0005233287811279297","5","0.013887643814086914"
"58-155r908","1","4","0.000217437744140625","3","0.004075527191162109"
"197-2085r149","1","9","0.0010037422180175781","8","0.04480600357055664"
"180-5678r501","1","21","0.0015599727630615234","20","0.038924217224121094"
"88-2955r537","0","28","0.0008108615875244141","28","0.010184288024902344"
"110-2076r487","1","15","0.0006990432739257812","14","0.014516115188598633"
"97-2394r556","1","19","0.0007097721099853516","16","0.011558294296264648"
"169-6510r688","1","27","0.0019528865814208984","23","0.03658580780029297"
"76-473r688","1","7","0.00033164024353027344","5","0.0069124698638916016"
"17-107r234","1","9","9.250640869140625e-05","8","0.000537872314453125"
"51-432r836","1","8","0.0002377033233642578","7","0.0032961368560791016"
"110-2962r849","1","20","0.0008461475372314453","18","0.015090227127075195"
"68-1409r299","0","17","0.00045371055603027344","17","0.0059261322021484375"
"181-3589r114","1","15","0.001207590103149414","13","0.06268572807312012"
"151-4906r138","1","24","0.0013337135314941406","21","0.028139591217041016"
"102-2335r424","1","18","0.0007719993591308594","15","0.01305842399597168"
"68-113r294","1","3","0.00024199485778808594","2","0.005461454391479492"
"149-2668r634","1","15","0.0009663105010986328","12","0.027509689331054688"
"85-2136r888","1","19","0.0006418228149414062","18","0.009501457214355469"
"140-2104r933","1","12","0.0007998943328857422","10","0.023175477981567383"
"93-894r892","1","8","0.00046896934509277344","7","0.01723456382751465"
"103-3841r264","1","29","0.001010894775390625","28","0.014219999313354492"
"153-3861r132","1","17","0.00127410888671875","16","0.02776026725769043"
"75-1752r569","1","20","0.0005743503570556641","18","0.007620334625244141"
"193-12845r286","1","46","0.002869129180908203","44","0.04790449142456055"
"143-6192r858","1","31","0.0014927387237548828","29","0.025598526000976562"
"28-47r198","1","3","0.00011777877807617188","2","0.0010352134704589844"
"53-1299r319","1","29","0.00043702125549316406","27","0.003873586654663086"
"136-3015r27","1","16","0.0009522438049316406","14","0.06000971794128418"
"74-1027r532","1","12","0.003849506378173828","10","0.027483224868774414"
"147-5775r843","1","28","0.009850502014160156","26","0.10615158081054688"
"121-6069r70","1","43","0.002933979034423828","41","0.024804353713989258"
"79-2511r491","1","28","0.0006816387176513672","24","0.008423328399658203"
"76-1781r307","1","18","0.0005421638488769531","17","0.007332324981689453"
"42-718r670","1","18","0.00028133392333984375","17","0.0024003982543945312"
"61-1435r139","1","21","0.0009341239929199219","20","0.005614519119262695"
"190-10565r831","1","38","0.0023789405822753906","34","0.04630470275878906"
"104-3904r791","1","29","0.0010120868682861328","28","0.014749288558959961"
"139-1055r236","1","7","0.0006392002105712891","6","0.023024797439575195"
"166-7448r181","1","31","0.0018188953399658203","28","0.037062644958496094"
"152-8266r421","1","41","0.0019199848175048828","40","0.029716014862060547"
"59-421r290","1","7","0.00028586387634277344","6","0.004263162612915039"
"192-16726r814","1","78","0.0035800933837890625","76","0.050241708755493164"
"24-38r450","0","2","0.00010180473327636719","2","0.0008101463317871094"
"125-892r357","1","7","0.0005452632904052734","6","0.018109798431396484"
"76-1850r355","1","20","0.0005681514739990234","18","0.0075261592864990234"
"198-605r867","1","4","0.0007135868072509766","3","0.044782400131225586"
"46-430r601","1","9","0.0002627372741699219","8","0.0027964115142822266"
"147-2403r98","1","12","0.0009748935699462891","11","0.025672435760498047"
"147-8653r514","1","48","0.0019397735595703125","44","0.028172969818115234"
"151-6278r367","1","30","0.0017123222351074219","27","0.029102325439453125"
"109-1429r343","1","11","0.0006053447723388672","10","0.018947362899780273"
"166-9393r514","1","43","0.0040645599365234375","39","0.16945457458496094"
"75-1458r228","1","16","0.00096893310546875","15","0.03255581855773926"
"131-437r263","1","4","0.0010895729064941406","3","0.026379108428955078"
"153-1846r413","1","10","0.0008180141448974609","9","0.027393579483032227"
"122-3275r367","1","20","0.0009725093841552734","19","0.019982099533081055"
"186-3099r285","1","13","0.0011157989501953125","11","0.05259132385253906"
"97-3349r3","0","26","0.0008985996246337891","26","0.012029409408569336"
"175-3659r253","1","16","0.0012068748474121094","13","0.03803110122680664"
"51-923r237","1","17","0.0003268718719482422","16","0.0034646987915039062"
"156-4906r470","1","22","0.001356363296508789","20","0.02934432029724121"
"67-1127r807","1","15","0.0004127025604248047","13","0.006555795669555664"
"105-4630r55","1","44","0.0011675357818603516","38","0.014409780502319336"
"168-4018r563","1","17","0.0012271404266357422","15","0.03431558609008789"
"177-275r988","1","3","0.0006377696990966797","2","0.035976409912109375"
"66-1042r171","1","14","0.0004036426544189453","11","0.00706171989440918"
"64-1694r600","1","25","0.0006046295166015625","24","0.00624394416809082"
"56-1335r910","0","22","0.0004315376281738281","23","0.004564762115478516"
"45-542r85","1","11","0.00025773048400878906","10","0.0026717185974121094"
"180-4645r835","1","17","0.0014617443084716797","15","0.038655996322631836"
"173-10667r526","1","43","0.002402067184448242","41","0.03866863250732422"
"160-1659r360","1","9","0.0008127689361572266","8","0.03255128860473633"
"164-8439r199","1","36","0.0019822120666503906","34","0.03384733200073242"
"150-5321r401","0","24","0.011759519577026367","24","0.1266465187072754"
"187-304r342","1","3","0.0006306171417236328","2","0.04154849052429199"
"112-3296r502","1","23","0.0009529590606689453","20","0.01813364028930664"
"148-6978r414","1","33","0.0016674995422363281","31","0.027609586715698242"
"164-3817r821","1","17","0.0012104511260986328","15","0.03191041946411133"
"48-394r315","1","8","0.00023818016052246094","6","0.0028998851776123047"
"198-3971r270","1","15","0.0013308525085449219","13","0.05199098587036133"
"131-4116r284","1","24","0.0022444725036621094","20","0.039214134216308594"
"68-2196r475","1","40","0.0012383460998535156","39","0.013590574264526367"
"81-1428r0","1","14","0.001013040542602539","12","0.017316579818725586"
"96-2735r675","1","22","0.0015735626220703125","21","0.04227256774902344"
"82-652r514","1","7","0.0007398128509521484","6","0.016890287399291992"
"153-7296r222","1","33","0.002759695053100586","30","0.029691457748413086"
"68-1067r602","1","14","0.00041985511779785156","13","0.0058155059814453125"
"165-6837r722","1","28","0.0016803741455078125","26","0.03378176689147949"
"114-1010r939","1","8","0.0005578994750976562","7","0.015166044235229492"
"94-3123r733","1","28","0.0008442401885986328","25","0.011440277099609375"
"125-3888r152","1","23","0.001062154769897461","21","0.019261837005615234"
"76-126r637","1","3","0.0003046989440917969","2","0.007375955581665039"
"133-4455r531","1","24","0.0011570453643798828","22","0.02269291877746582"
"136-6963r927","1","40","0.0016260147094726562","36","0.023643970489501953"
"31-386r1","1","15","0.00020885467529296875","12","0.001374959945678711"
"142-1358r751","1","9","0.00072479248046875","7","0.02351212501525879"
"150-9618r947","1","54","0.0021429061889648438","51","0.02999281883239746"
"177-3470r178","1","15","0.0011813640594482422","13","0.03730130195617676"
"131-2263r359","1","13","0.0008053779602050781","12","0.02053380012512207"
"74-2155r166","1","26","0.0006077289581298828","25","0.007325172424316406"
"82-3041r563","1","37","0.0008094310760498047","35","0.009398460388183594"
"81-1596r561","1","16","0.000537872314453125","15","0.008472204208374023"
"56-406r517","1","7","0.00026988983154296875","6","0.0039014816284179688"
"80-1770r551","1","18","0.0005550384521484375","16","0.008123397827148438"
"178-3441r891","1","15","0.0011568069458007812","13","0.03733181953430176"
"155-1976r665","1","10","0.0008490085601806641","9","0.028592824935913086"
"116-5594r496","1","42","0.0014798641204833984","41","0.0180661678314209"
"197-1097r385","1","6","0.0008230209350585938","5","0.04538583755493164"
"135-645r649","1","6","0.0005588531494140625","5","0.021222352981567383"
"144-2875r98","1","15","0.0009868144989013672","13","0.025031328201293945"
"23-125r174","1","8","0.00012350082397460938","6","0.0007736682891845703"
"108-2792r454","1","19","0.00081634521484375","17","0.014439582824707031"
"114-2177r88","1","14","0.0007495880126953125","13","0.01578664779663086"
"134-3973r761","1","21","0.0011029243469238281","19","0.02494502067565918"
"41-716r708","1","18","0.0002815723419189453","17","0.002338886260986328"
"82-1996r441","1","20","0.0006196498870849609","18","0.010697126388549805"
"74-452r205","1","6","0.00033926963806152344","5","0.006704568862915039"
"137-1645r177","1","10","0.0007212162017822266","9","0.024613618850708008"
"128-1020r557","1","8","0.0005879402160644531","6","0.019291400909423828"
"147-10213r873","1","69","0.0022597312927246094","67","0.029033422470092773"
"173-3883r531","1","16","0.0012509822845458984","15","0.04366016387939453"
"198-11042r443","1","36","0.0024836063385009766","34","0.061177968978881836"
"80-1622r828","1","16","0.0005359649658203125","14","0.00823521614074707"
"142-1413r846","1","10","0.0007843971252441406","8","0.02367568016052246"
"118-5871r558","1","44","0.001436471939086914","42","0.018513917922973633"
"53-1275r227","1","27","0.0004153251647949219","25","0.003924846649169922"
"193-209r493","1","3","0.0006687641143798828","2","0.04296302795410156"
"185-13203r754","1","54","0.004617214202880859","52","0.04787158966064453"
"176-7211r489","1","28","0.0048329830169677734","26","0.04041767120361328"
"41-581r782","0","13","0.00026679039001464844","13","0.0023169517517089844"
"130-5915r808","1","34","0.0014410018920898438","32","0.028027772903442383"
"158-8995r190","1","42","0.003712177276611328","41","0.03236055374145508"
"41-115r4","1","4","0.00017142295837402344","3","0.002198457717895508"
"55-977r52","1","16","0.0003566741943359375","14","0.003968715667724609"
"190-15267r678","1","65","0.0032427310943603516","61","0.049501657485961914"
"113-3757r251","1","24","0.0009951591491699219","23","0.016362428665161133"
"162-11499r774","1","62","0.0049591064453125","58","0.03981375694274902"
"132-2079r886","1","12","0.0007665157318115234","11","0.020507097244262695"
"147-5373r847","1","24","0.0013670921325683594","22","0.02664041519165039"
"153-4694r16","1","23","0.001264810562133789","19","0.030423641204833984"
"88-947r746","1","9","0.0004715919494628906","8","0.0103302001953125"
"180-9058r93","1","33","0.002129793167114258","32","0.04024100303649902"
"175-9943r16","1","39","0.002284526824951172","37","0.038370370864868164"
"187-16679r75","1","89","0.0035543441772460938","84","0.047354698181152344"
"123-643r78","1","6","0.0005104541778564453","5","0.017746925354003906"
"72-1756r447","1","20","0.0005269050598144531","19","0.009001493453979492"
"122-7207r840","1","67","0.0016584396362304688","65","0.019667387008666992"
"155-2438r552","1","12","0.0009429454803466797","11","0.02818441390991211"
"81-1952r272","1","19","0.0005872249603271484","18","0.008302688598632812"
"52-750r311","1","14","0.0003037452697753906","13","0.0035698413848876953"
"199-4049r237","1","15","0.0013680458068847656","13","0.06093907356262207"
"150-9342r879","1","50","0.0023365020751953125","49","0.039694786071777344"
"84-307r640","1","5","0.0003230571746826172","4","0.010510444641113281"
"137-2300r359","1","13","0.0008113384246826172","12","0.022298336029052734"
"22-192r242","1","10","0.00012731552124023438","9","0.0007538795471191406"
"136-8215r540","0","53","0.0018236637115478516","53","0.02681112289428711"
"173-5634r259","1","23","0.001505136489868164","20","0.037973642349243164"
"169-6101r718","1","24","0.0016055107116699219","23","0.036478519439697266"
"144-5091r19","1","26","0.0013432502746582031","22","0.02587103843688965"
"153-6157r555","1","28","0.001569986343383789","26","0.029343366622924805"
"118-3078r795","1","21","0.0009081363677978516","17","0.017057180404663086"
"184-10051r363","1","37","0.002476215362548828","33","0.042580604553222656"
"190-16296r950","1","76","0.003426074981689453","73","0.04794192314147949"
"67-971r778","1","13","0.0003952980041503906","11","0.005768537521362305"
"191-11248r930","1","40","0.002531290054321289","38","0.04587817192077637"
"137-8033r274","1","51","0.001821279525756836","46","0.024840354919433594"
"110-2700r149","1","19","0.0008175373077392578","17","0.015630245208740234"
"198-17782r592","1","82","0.0038061141967773438","79","0.05274820327758789"
"78-2860r453","1","41","0.0007641315460205078","38","0.008309602737426758"
"92-1571r304","1","14","0.0005688667297363281","12","0.010420560836791992"
"140-3291r907","1","17","0.0009846687316894531","16","0.02394556999206543"
"56-558r104","1","9","0.00029087066650390625","8","0.004372119903564453"
"56-1090r746","1","17","0.000438690185546875","16","0.004619598388671875"
"37-164r279","1","5","0.0001742839813232422","4","0.002205371856689453"
"40-455r392","1","11","0.00021719932556152344","10","0.0021631717681884766"
"166-4972r301","1","21","0.0015592575073242188","19","0.033022403717041016"
"56-292r753","1","6","0.0002536773681640625","5","0.0038971900939941406"
"125-901r30","1","7","0.0005671977996826172","6","0.018389225006103516"
"144-4020r624","1","19","0.00113677978515625","18","0.024844646453857422"
"178-7027r434","1","26","0.0017423629760742188","24","0.040747880935668945"
"135-8733r205","0","68","0.0019338130950927734","68","0.026694774627685547"
"72-2428r174","1","36","0.0006632804870605469","34","0.009843826293945312"
"160-985r531","1","6","0.0013420581817626953","5","0.03506827354431152"
"166-8999r829","1","39","0.0020530223846435547","37","0.034879446029663086"
"44-59r192","1","3","0.00016736984252929688","2","0.002345561981201172"
"116-255r199","1","3","0.00040411949157714844","2","0.015424251556396484"
"110-219r91","1","3","0.0003883838653564453","2","0.01390528678894043"
"89-866r92","1","9","0.0004432201385498047","8","0.00951075553894043"
"72-1323r559","1","15","0.0009307861328125","13","0.011031389236450195"
"95-2682r397","1","21","0.0007920265197753906","20","0.011504650115966797"
"71-627r125","1","9","0.00034689903259277344","8","0.006188869476318359"
"175-999r147","1","6","0.0007357597351074219","5","0.03756284713745117"
"101-2745r298","1","20","0.0008168220520019531","19","0.01304483413696289"
"174-4327r465","1","17","0.0015938282012939453","16","0.04363226890563965"
"122-5518r974","1","34","0.001445770263671875","32","0.019126415252685547"
"80-1535r886","1","15","0.0005323886871337891","14","0.008070230484008789"
"117-3150r436","1","21","0.000934600830078125","18","0.017152786254882812"
"61-1241r383","1","18","0.0004305839538574219","16","0.004938364028930664"
"116-2655r606","1","18","0.0008230209350585938","15","0.016271352767944336"
"116-6134r713","1","52","0.0014653205871582031","50","0.018079280853271484"
"164-12979r217","1","86","0.003000020980834961","81","0.03728771209716797"
"116-4712r483","1","32","0.0011560916900634766","31","0.017254114151000977"
"142-9496r954","1","70","0.0021173954010009766","68","0.028695344924926758"
"79-2193r856","1","24","0.0006282329559326172","22","0.008273839950561523"
"191-7755r893","1","27","0.0019183158874511719","24","0.04495072364807129"
"49-150r473","1","4","0.00019693374633789062","3","0.002941131591796875"
"159-9720r394","1","49","0.0022008419036865234","44","0.04021930694580078"
"170-13659r890","1","79","0.002930164337158203","78","0.03922128677368164"
"61-686r511","1","10","0.00032258033752441406","9","0.004674673080444336"
"197-7350r575","1","24","0.0018630027770996094","22","0.046996355056762695"
"105-1237r419","1","11","0.0005631446838378906","8","0.013070821762084961"
"173-2941r323","1","12","0.001089334487915039","11","0.035407066345214844"
"195-14077r963","1","54","0.003123760223388672","47","0.05108642578125"
"79-1263r815","1","13","0.00048613548278808594","11","0.010283708572387695"
"153-7495r715","1","34","0.001750946044921875","33","0.03070855140686035"
"62-329r603","1","6","0.00027179718017578125","5","0.004665851593017578"
"162-10013r345","1","47","0.00438237190246582","43","0.04037666320800781"
"176-8689r103","1","35","0.0020377635955810547","33","0.04100155830383301"
"41-411r944","1","10","0.0002346038818359375","8","0.002215147018432617"
"60-779r964","1","11","0.00034117698669433594","10","0.0045623779296875"
"86-394r936","1","5","0.00035262107849121094","4","0.009678840637207031"
"135-3843r403","1","19","0.0010983943939208984","18","0.022829532623291016"
"164-10277r450","1","47","0.002360105514526367","44","0.04004359245300293"
"76-321r266","1","5","0.0006055831909179688","4","0.009174346923828125"
"79-1485r159","1","15","0.0005273818969726562","14","0.008250713348388672"
"150-8947r499","1","48","0.0020189285278320312","45","0.030681610107421875"
"183-14446r78","1","67","0.0030629634857177734","64","0.04356122016906738"
"186-12349r988","1","46","0.004448652267456055","43","0.045142173767089844"
"69-1442r270","1","17","0.00048232078552246094","15","0.006158590316772461"
"98-4585r708","1","53","0.0011103153228759766","51","0.012840032577514648"
"117-1234r324","1","10","0.0005934238433837891","8","0.021611928939819336"
"92-537r900","1","7","0.0004036426544189453","5","0.010106325149536133"
"173-2318r995","1","12","0.0009982585906982422","10","0.0352785587310791"
"69-1255r269","1","16","0.0008909702301025391","14","0.007694721221923828"
"74-1627r250","1","18","0.0005054473876953125","17","0.007118701934814453"
"60-1638r152","1","31","0.0004782676696777344","28","0.004864692687988281"
"182-4871r254","1","19","0.0013821125030517578","17","0.0399625301361084"
"141-2626r233","1","14","0.0009205341339111328","12","0.02562999725341797"
"71-1084r940","1","13","0.0004298686981201172","11","0.006281137466430664"
"131-3166r365","1","17","0.0009691715240478516","15","0.021604061126708984"
"106-3478r93","1","25","0.000980377197265625","23","0.0141448974609375"
"158-3995r921","1","18","0.0012183189392089844","16","0.029724836349487305"
"125-3578r307","1","21","0.0010330677032470703","18","0.037036895751953125"
"104-975r607","1","8","0.0009095668792724609","7","0.026451587677001953"
"146-3877r347","1","18","0.002259969711303711","17","0.0554964542388916"
"56-265r200","1","6","0.0004398822784423828","5","0.008070230484008789"
"70-890r399","1","10","0.0007319450378417969","9","0.012849807739257812"
"76-1488r340","1","16","0.0009894371032714844","14","0.01840972900390625"
"187-15303r226","1","71","0.0071258544921875","67","0.0688161849975586"
"44-439r246","1","9","0.0002491474151611328","8","0.002548694610595703"
"151-2055r43","1","11","0.0008695125579833984","10","0.02705097198486328"
"74-1914r809","1","23","0.0005543231964111328","20","0.007376909255981445"
"199-5604r943","1","20","0.0015971660614013672","17","0.05219411849975586"
"174-1753r843","1","9","0.0008683204650878906","7","0.03874945640563965"
"15-65r935","1","5","8.106231689453125e-05","4","0.00036787986755371094"
"81-155r456","1","3","0.00029206275939941406","2","0.007764339447021484"
"83-576r217","1","7","0.0004057884216308594","6","0.008169412612915039"
"140-827r553","1","6","0.0005762577056884766","5","0.022570371627807617"
"57-545r998","0","8","0.0003001689910888672","8","0.004114627838134766"
"150-931r551","1","6","0.0006325244903564453","5","0.026335477828979492"
"142-9111r953","1","60","0.002038717269897461","59","0.027417659759521484"
"86-2193r769","1","20","0.0006380081176757812","18","0.009321212768554688"
"186-12858r857","1","53","0.002755403518676758","47","0.04901432991027832"
"65-714r955","0","9","0.0003533363342285156","9","0.005217790603637695"
"151-6156r305","1","28","0.0015172958374023438","27","0.028429269790649414"
"26-146r188","1","6","0.00014543533325195312","5","0.0010673999786376953"
"183-13841r709","1","59","0.0029158592224121094","56","0.04982948303222656"
"59-1497r481","1","27","0.0004534721374511719","25","0.004755973815917969"
"74-611r212","1","7","0.00035119056701660156","6","0.0066149234771728516"
"107-409r539","1","5","0.00040984153747558594","4","0.01333165168762207"
"77-1179r587","0","11","0.0004458427429199219","11","0.007731199264526367"
"91-3948r847","1","48","0.0010101795196533203","45","0.011118650436401367"
"184-2854r574","1","12","0.0011086463928222656","11","0.040721893310546875"
"95-1287r46","1","11","0.0005409717559814453","10","0.010993003845214844"
"41-533r901","1","14","0.0002522468566894531","11","0.002235889434814453"
"47-251r928","1","5","0.0002014636993408203","4","0.002759218215942383"
"95-668r516","1","7","0.0004317760467529297","6","0.010675668716430664"
"150-7255r470","1","36","0.0017333030700683594","33","0.030588388442993164"
"168-1690r219","1","9","0.0008230209350585938","8","0.036934614181518555"
"117-4105r828","1","26","0.0010523796081542969","23","0.017392396926879883"
"118-4418r829","1","27","0.0011081695556640625","25","0.019292593002319336"
"21-164r791","1","9","0.0001201629638671875","8","0.0006890296936035156"
"145-2949r680","1","15","0.0010569095611572266","13","0.025022506713867188"
"166-13104r681","1","81","0.0028443336486816406","76","0.037854671478271484"
"66-1448r125","1","19","0.0004832744598388672","17","0.005672454833984375"
"112-1320r129","1","10","0.0005846023559570312","9","0.014983654022216797"
"175-822r107","1","5","0.0007069110870361328","4","0.03529191017150879"
